1 2.71828182845905
2 7.38905609893065
3 20.0855369231877
4 54.5981500331442
5 148.413159102577
6 403.428793492735
7 1096.63315842846
8 2980.95798704173
9 8103.08392757538
10 22026.4657948067
11 59874.1417151978
12 162754.791419004
13 442413.39200892
14 1202604.28416478
15 3269017.37247211
16 8886110.52050787
17 24154952.7535753
18 65659969.1373305
19 178482300.963187
20 485165195.40979
21 1318815734.48321
22 3584912846.13159
23 9744803446.2489
24 26489122129.8435
25 72004899337.3859
26 195729609428.839
27 532048240601.799
28 1446257064291.48
29 3931334297144.04
30 10686474581524.5
